Year,Latitude,Longitude,Magnitude
1600,-16.8,-70.9,7.9
1600,-16.6,-70.8,8.1
1600,23.5,117.2,7
1600,14.6,121,
1601,14.6,121,
1601,46.8,8.5,6.2
1602,35.1,140.5,7.2
1603,18,-92.5,
1604,17,-96.3,
1604,-17.88,-70.94,8.5
1604,25,119.5,8
1604,-29.9,-71.3,
1604,35.5,25.5,
1605,33,134.9,7.9
1605,33.5,138.5,7.9
1605,19.9,110.5,7.5
1606,23.6,102.8,6.5
1608,17,-96.3,
1608,36.4,50.5,7.6
1608,42.4,18.7,
1608,42.4,18.7,
1608,42.4,18.5,
1609,39.2,99,7.3
1609,-11.9,-77.4,8.6
1609,38.6,16.3,
1610,8.3,-71.8,7.9
1610,47.5,7.5,
1610,17,122,
1611,19.5,-99.1,
1611,21.5,111.3,5.5
1611,19.5,-99.1,
1611,37.5,140,
1611,39,144.5,8.1
1611,35.1,58.9,
1612,38.8,20.8,
1612,35.5,25.5,
1613,37.2,127,6.3
1613,38.117,14.783,5.6
1613,35.3,25.1,
1614,38.4,-27,
1614,38.4,-24.1,
1614,37.2,112.5,6.5
1614,37.5,138,7.7
1615,44.9,35.5,5.7
1615,35.7,139.7,6.4
1615,18.5,-70,
1615,-18.5,-70.35,7.5
1616,46.8,8.4,
1616,38.1,142,7
1616,39,144.5,7.5
1616,36.1,37.1,
1618,37,111.9,6.5
1618,18.9,72.9,
1618,43.6,7.3,
1618,46.3,9.5,
1618,35,58,
1619,17,-96.3,
1619,-7.941,-79.038,8.6
1619,32.5,130.6,6.4
1619,18.2,121.6,
1619,52.3,14.6,
1620,10.8,122.5,
1620,40.9,71.4,5.8
1621,39.5,116.7,5.5
1621,8.6,-79.3,
1622,37.5,21,
1622,23,-103,
1622,46.8,10.3,
1622,46.8,10.3,
1622,36.5,106.3,7
1624,44.6,11.8,
1624,34,-4.6,
1625,38.8,20.8,
1626,38.8,16.4,
1626,39.4,114.2,7
1626,40.4,14.1,
1627,37.5,105.5,6
1627,-0.2,-78.5,
1627,41.733,15.35,6.7
1627,18.4,121.6,8
1628,46,15.5,5
1628,40.6,114.2,6.3
1628,13.2,123.7,
1629,36,25,7
1629,-4.6,129.9,
1629,53.6,12.3,
1630,32.6,104.1,6.3
1630,38.7,20.6,
1630,-12.2,-77.5,8.1
1630,-4.6,129.9,
1631,11.2,41.7,5.7
1631,35.3,104.3,6
1631,35.5,107.8,5
1631,29.3,111.7,6.5
1631,40.821,14.426,
1632,42.4,18.4,
1633,35.2,139.2,7.1
1633,-41.8,-73.8,
1633,37.5,21,6.9
1633,38,46.2,
1634,34.1,105.3,6
1634,30.7,115.1,5.5
1634,35.1,107.6,5.5
1636,38.1,20.3,7.2
1636,38.1,20.3,
1636,5.1,-2.2,5.7
1636,7.6,123.7,
1638,39.033,16.283,7
1638,39.25,16.75,
1639,36.2,50,
1639,42.5,18.1,
1639,42.6,13.3,
1639,-30,-71.4,
1640,38.2,46.3,5.1
1640,-1.7,-78.6,
1640,50.8,5.7,
1640,38.57,16.53,
1640,42.07,140.68,6.5
1640,23,117,
1640,45.9,15.5,
1641,18.2,121.7,
1641,-1.5,-78.5,7.6
1641,38,46.1,
1641,10.9,-66.7,
1641,23.5,116.5,5.8
1641,42.3,22.7,
1642,35.1,111.1,6
1642,35.2,140.6,6.7
1643,35.5,129.5,6.5
1644,7.5,-72.5,7
1644,43,8,
1644,7.6,-73,
1644,39.4,140.1,6.9
1645,-1.7,-78.6,7.5
1645,14.4,121,8
1645,14.4,121,
1646,38.3,43.2,
1646,43.55,10.317,5.2
1646,41.04,28.98,
1646,41.9,15.8,
1646,37.7,141.7,7.6
1647,-15.5,-75,
1647,-33.4,-70.6,8.5
1647,36,140,6.4
1648,38.3,43.2,
1648,45,14.9,
1648,12.5,-86.8,
1648,15,121,
1649,38.183,15.55,5
1649,35.5,140,
1649,35.5,126,6.5
1650,38,46.2,
1650,-13.5,-72,8.1
1650,36.4,25.4,
1651,,,
1652,42.1,47.7,5.8
1652,25.4,100.5,6.8
1653,38.2,28.2,7.5
1653,13.1,121.6,
1654,34.3,105.5,8
1654,41.4,13.6,
1654,40.1,3.6,
1654,-12.1,-76.6,
1655,35,25,
1655,-12.3,-77.6,7.7
1656,34.4,35.85,
1656,-12.5,-77,
1657,47.1,0.6,
1657,-36.83,-73.03,8
1657,31.5,103.6,6
1657,-33.5,-70.7,
1657,-3,128,
1657,-12.4,-76.8,
1658,39.4,115.7,6
1658,-8.1,-79,
1658,38,21,
1658,14.4,120.6,
1659,37.5,140,
1659,,,
1659,38.7,16.3,
1659,-6.92,129.125,
1660,38.4,22.4,
1660,43.1,0.2,
1660,-0.2,-78.5,7.7
1660,44.63,10.93,
1660,35.3,-2.97,
1661,23,120.2,6
1661,44.1,12,
1662,-0.2,-78.4,
1662,17,-96.3,
1662,35.5,136,
1662,31.7,132,7.6
1662,35,25,
1663,47.6,-70.1,
1663,12.4,-86.6,
1664,-14.1,-75.8,7.3
1664,35.5,127.1,6.3
1664,38.7,112.7,5.5
1664,38.1,46.3,
1665,35,25,
1665,35.4,52,
1665,14.6,121,
1666,37,138,
1666,35,136.8,6.4
1666,36,42.5,
1667,37.2,50,
1667,42.6,18.1,7.2
1667,18.8,-98,
1667,37.2,57.5,
1667,38.4,27.1,6.6
1667,40.6,48.6,6.9
1667,18.3,-77.5,
1667,25,125.5,6.7
1668,38,46.2,
1668,42.35,-71.05,
1668,24,68,
1668,38.4,27.1,6.6
1668,35.3,118.6,8.5
1668,38,126,6.4
1669,40.6,48.6,5.7
1669,37.6,15,
1669,,,
1670,47.2,11.4,
1670,33,122.5,6.8
1670,35.9,126.5,6.3
1670,35.5,141,6.4
1670,27.5,53.6,
1671,40.6,48.6,
1671,33.4,134.7,6.9
1672,43.933,12.583,5.6
1672,40,26,
1672,36.5,25.5,
1673,18.3,-69.5,
1673,1.375,127.52,
1673,-3,128,
1673,36.3,59.3,6.6
1673,1.375,127.52,
1674,39.5,20,
1674,-3.75,127.75,6.8
1674,-3.7,128.2,
1674,-1.7,-79,7.7
1675,13,121,
1676,34.5,132,
1677,40,144,8.1
1677,33.4,104.8,5.5
1677,35,141.5,7.4
1677,14.5,120.5,
1677,17.6,-76.5,
1678,37.1,50,
1678,20,-75.5,
1678,34.2,58.4,
1678,-9,-79,8.4
1678,38.6,142,7.4
1678,34.1,74.8,
1679,40.1,44.7,5.9
1679,40,117,8
1679,13.3,43.3,
1679,31.4,119.5,5
1680,25,101.5,6.8
1680,34.6,137.6,
1680,36.5,-4.4,
1681,-18.5,-70.35,7.5
1681,37.5,129.5,
1681,,,
1682,48,6.5,
1682,20,-75.5,
1682,17,-96.3,
1683,38.7,112.7,7
1683,27.7,54.3,
1683,40.1,44.3,
1684,19,-71,
1687,18.3,-77.5,
1687,36.2,59.4,
1687,-32.8,-70.7,7.5
1687,-13.5,-76.5,8.5
1687,-1.3,-78.6,7.3
1688,40.38,16.55,
1688,17.917,-76.867,
1688,17.6,-76.5,
1688,44.4,12,
1688,24,68,
1688,41.17,14.75,
1688,26.5,99.9,6.3
1688,38.4,26.9,7
1688,38.4,26.9,7.5
1688,43.7,44.7,5.3
1689,-2.2,-78.9,6.8
1689,47.7,10.9,
1690,17.5,-61.5,8
1690,46.6,13.8,
1691,18.3,-70.4,
1692,17.8,-76.7,
1692,-25.4,-64.8,7
1692,40.1,44.3,
1693,37.333,15.167,6
1693,23.1,-82.4,
1694,25,121.5,5.5
1694,40,139.5,
1694,40.7,15.7,
1695,45.4,12.2,6.2
1695,36,111.5,8
1695,42.5,12.1,
1696,39.3,44.6,
1696,37.8,21,
1697,16.7,-99.2,
1698,-1.2,-78.7,7.7
1698,-1.3,-78.7,
1698,33.3,131.7,6.4
1699,45.6,15.3,5
1699,-12.1,-76.6,7.8
1699,14.4,120.6,
1700,45,-125,9
1700,34.2,129.3,7
1700,36.5,126.5,6.5
1701,18.3,-72.4,
1701,16.5,-97,
1702,41.1,14.5,
1702,14.4,-61,
1703,42.78,13.1,
1703,42.467,13.2,6.7
1703,26.6,56.2,
1703,44.4,8.917,3.2
1703,35,140,8.2
1703,26.4,55.5,
1704,41,139.5,
1704,38,116.5,5.5
1704,34.9,106.8,6
1704,38.8,20.8,
1705,-18.6,-70.2,
1706,63.9,-21.2,
1706,41.6,14.6,
1707,-13,-72,5.8
1707,34.1,137.8,8.4
1707,33.2,134.8,8.4
1707,40.4,43,
1707,,,
1708,34,137,7
1708,43.8,5.8,
1708,-3.69,128.15,
1709,37.4,105.3,7.5
1710,-4.53,129.9,
1710,27.8,111.3,5.5
1711,35.5,133,
1711,19.2,-103.7,
1711,-4,129,7
1711,47,0.1,
1711,34.3,134,6.7
1713,25.4,103.2,6.8
1713,32,103.7,6.5
1713,27.5,93,
1714,36.5,138,
1714,17,-96.3,
1714,38.2,21.7,6.3
1714,21.85,95.967,
1714,38.25,21.73,
1715,38.7,43.9,6.6
1715,-17.3,-70.8,7.5
1715,33.3,131.7,6.6
1715,38.3,43.2,
1716,36.8,3,
1716,-17.2,-71.2,8.8
1716,-13.7,-76,8.6
1716,29,-114,
1716,36.8,3,
1716,14.002,120.993,
1716,41.2,80.3,7.5
1717,39,142.7,7.6
1717,44.1,15.2,
1717,18.3,-66.4,
1718,35,105.2,7.5
1719,40.8,29.4,
1719,31.4,-8,
1719,,,
1720,40.4,115.5,6.8
1720,29,77.5,
1720,38.218,-26.635,
1720,20.3,120.3,5.5
1720,38.2,-26.6,
1720,47.4,9.5,
1721,23,120.3,6
1721,45.3,14.4,
1721,18,121.5,
1721,37.9,46.7,7.7
1721,23,120.2,
1722,38.7,20.6,
1722,-6.174,106.829,
1722,37.2,-7.6,
1723,38.5,20.5,7
1725,-9,-79,7.7
1725,-16.4,-70.8,7.6
1725,25.1,103.1,6
1725,56.5,118.5,8.2
1725,-16.6,-72.7,
1725,30.1,101.9,5.5
1726,36.3,136,6.6
1726,38.1,13.35,
1727,19.2,-99.1,
1727,39.5,127.3,5.7
1727,37.5,13,5.2
1727,14.4,-61,
1727,38,46.3,
1728,14.4,121,
1729,37.5,137,
1730,44,10.1,
1730,42.8,13,
1730,38.5,-28,
1730,-32.5,-71.5,9.1
1730,40,116.2,6.5
1730,36.2,142.2,7.6
1730,14.1,121.4,
1731,41.5,15.5,
1731,37.9,140.6,6.6
1731,23,-102,
1731,30.3,-9.4,
1732,16.8,-99.9,
1732,41.08,15.15,
1732,35.2,140.8,6.5
1732,,,
1733,26.2,103.1,7.5
1733,15.7,39,
1734,,,
1734,,,
1735,2.6,-76.5,4.5
1735,15.8,121.7,
1736,23.1,120.3,6
1736,-0.9,-78.6,
1737,,,
1737,51.1,158,
1737,55.5,163,7.8
1737,50,157,7.5
1737,-43,-74,8
1738,46.45,16.39,5.1
1738,33.2,104.2,5.5
1738,36.8,24.4,6.5
1738,33.3,96.6,6.5
1739,38.9,106.5,8
1739,44,21.3,
1739,-14.1,-73.2,
1739,19.2,-104,
1739,39.3,-31.1,
1739,40.7,142.3,7.1
1740,17,-96.3,
1740,45.1,19.8,
1741,43.2,12.6,
1741,38.5,20.5,
1742,37.8,21,
1742,-36.8,-73,
1742,53.3,104,7.7
1742,37.8,21,
1742,50.5,157,7.5
1743,14,121.6,
1743,39,20.3,6.9
1743,11.2,124.3,
1743,4.5,-73.8,
1744,17,121,
1746,-11.996,-77.198,8
1747,-13.9,-70.35,
1747,13.6,123.2,
1748,30.1,101.9,5.5
1748,39,-0.65,
1748,32.9,103.6,5.5
1748,38.3,22.1,6.8
1748,30.4,101.6,6
1748,36.4,106.1,5.5
1749,14.002,120.993,
1749,20.7,-103.3,
1750,43.2,0.8,
1750,36.2,23,
1750,24.7,102.9,6
1750,42.1,24.8,
1750,46,12.25,
1750,20.7,-103.3,
1750,18.5,93.4,
1750,10.5,-64.2,
1751,2.5,-76.5,
1751,37.2,138.1,6.6
1751,-36.83,-71.63,8.5
1751,26.5,99.9,6.8
1751,37.8,27,
1751,43.2,12.8,
1751,19,-70,
1751,18.5,-72.3,
1751,18.5,-70.7,
1751,43.8,9,
1751,18.5,-72.3,
1752,40.4,-8.7,
1752,35,36,
1752,37.8,21,
1752,31.2,34.2,
1754,14.002,120.993,
1754,-3.5,128.5,6.5
1754,16.8,-99.2,
1754,30.8,31,
1754,-3.5,128.5,
1755,24.7,102.2,6.5
1755,23.8,102.7,6
1755,42.5,21.9,
1755,-0.2,-78.5,7
1755,34,51.5,
1755,37,-10,8.5
1755,42.7,-70.3,7
1755,34.08,-5,
1755,46.3,8,
1756,38.7,-9,
1757,-0.9,-78.6,7
1757,34,-6.8,
1757,45.8,17.4,
1757,38.65,-28.08,
1757,39.3,16.2,
1757,49.92,-6.32,
1757,37,15,
1757,-6,107,7.5
1758,36.8,10.2,
1758,37,-26,
1759,44.9,7.3,
1759,38,20.5,
1759,41,24,
1759,19.5,-102.3,
1759,33,35.5,6.4
1759,33.3,35.7,
1760,20,-75.5,
1761,34.5,-13,8.5
1761,24.4,102.5,6
1761,24.4,102.5,6
1761,50,90,7.7
1762,22,92,
1762,38.1,138.7,6.6
1763,40.5,143.5,7.4
1763,41,142.5,7.8
1763,40.7,142,7.1
1763,47.7,18.2,6.2
1763,-6,130,
1763,24.3,102.8,6.5
1764,15.91,-85.96,6.5
1764,38.7,-9.2,
1765,13.7,-89.2,
1765,34.8,105,6.5
1765,-33.05,-71.617,
1766,40.9,140.7,6.9
1766,41,29,
1766,27.7,54.3,
1766,19.9,-76.1,6.8
1766,3.7,-76.3,
1766,38,20.5,
1766,14.4,-61.1,
1766,10.47,-64.17,7.5
1766,14.7,-89.5,
1767,14.4,-61,
1767,38.2,20.2,
1767,39.3,16.2,
1767,14.2,121,
1767,22.2,113.55,
1768,-4.85,152.8,7.5
1768,26.2,127.5,6.5
1768,44,12,
1768,44.1,15.2,
1769,33,44.5,
1769,29.4,52.3,
1769,32.3,132,7.4
1769,38.8,20.8,
1769,51.8,105.5,7.3
1769,46.9,9.5,
1770,38.717,20.65,
1770,38.6,142,7.4
1770,18.5,-73.4,
1770,24.6,99.9,5.5
1770,14.6,120.98,
1770,-5,102,7
1771,14.2,121,
1771,24,124.3,7.4
1771,17.6,-76.5,
1772,39.5,20,
1772,39.3,142.7,7.4
1772,44.4,4.8,
1773,35.8,-5.83,
1773,14.6,-90.7,
1773,14.6,-90.7,
1774,46.9,8.7,
1774,22.04,-103.73,
1774,47,-55,
1774,4.9,-52.3,
1775,19.9,-76,
1775,19,-72.4,
1775,-3.7,128.2,
1775,46,15.9,
1775,19,-72.4,
1775,9.2,-70.3,
1776,19,-70.4,
1776,16.7,-99.2,
1776,23.5,120.6,5.5
1777,20.3,-103.7,
1777,35.5,-5.4,
1778,33.6,51.3,
1778,38.5,27,
1778,33.9,51.3,
1779,38,46.7,6.5
1780,38,46.2,7.7
1780,45.3,151.2,7.5
1780,42.4,18.8,
1780,18.2,-78.1,
1780,35,25.8,
1781,43.6,13.5,
1781,18.1,-77.3,
1781,36.3,43.1,
1782,24.5,120.5,
1782,35.1,139.7,7.3
1783,38.9,17.1,
1783,38.3,15.967,6.9
1783,38.217,15.633,5.9
1783,38.583,16.2,6.6
1783,38.2,15.55,
1783,38.767,16.3,5.9
1783,38.7,30.7,
1783,38.783,16.467,6.9
1783,38.3,16.3,
1783,19.3,-70.4,
1784,38.317,16.4,4.1
1784,38.167,15.633,4.1
1784,16.9,-99.9,
1784,17,-96.3,
1784,-16.5,-72,8
1784,39.7,39.5,
1784,18.5,-72.3,
1784,63.8,-20.5,
1784,40.9,0.3,
1784,34.1,74.8,
1785,38.2,21.7,
1785,39.9,98,6
1785,4.6,-74,
1786,39.7,19.8,
1786,38.2,15.2,
1786,29.8,102.1,7.5
1786,44,80.8,6
1786,8.5,-71.2,
1787,16.5,-98.5,8.3
1787,15.5,-97,7.3
1787,18.3,-66.4,
1787,18,-66.4,
1787,10.8,122.5,
1787,10.7,122.5,
1787,18.47,-77.92,
1788,57,-153,8
1788,55,-161,8
1788,14,-61,
1788,7.6,1.7,5.6
1789,24.2,102.8,6.5
1789,43.5,12.2,
1789,34.6,110.3,5
1790,35.7,-0.6,
1790,54,162,7.5
1791,24.5,117.7,5.5
1791,56,163,6.8
1791,34.5,135.4,6.5
1791,38.5,16.1,
1791,37.5,20.3,
1791,35.8,21,7
1791,38,46.2,
1791,14.6,-91.5,
1791,35.3,-2.97,
1792,32.8,130.3,6.4
1792,43.5,140.6,6.9
1792,23.6,120.5,6.8
1792,54,162,8.4
1792,31,101.5,6
1792,57,-152,
1793,40.85,139.95,6.9
1793,38.5,144,8.3
1793,19,-72.3,
1793,30.6,101.5,6
1793,39.3,-31.1,
1794,34,51.4,
1794,10.47,-64.17,
1795,9.3,-13.4,5.2
1795,17,-96.3,
1795,10.7,-61.7,
1796,7.4,-72.7,
1796,35.2,35.8,
1796,40.5,13.9,
1796,-27.35,-70.35,7.7
1796,16,119.5,
1797,-1.64,-78.67,8.3
1797,0.001,99,8
1797,10.6,-64.1,
1798,,,
1798,10.2,-82.9,
1798,43.5,11.2,
1798,36.2,23,
1798,-27.35,-70.35,
1799,46.9,-2,
1799,36.6,136.6,6.4
1799,43.1,13,
1799,43.1,13.1,
1799,23.8,102.4,6.5
1799,7.5,-73.5,5
1799,39.4,67.2,6
1799,-12,-77,
1800,19.2,-99.1,
1800,36.2,53.3,6.5
1800,28.1,-17.1,
1801,17,-96.3,
1801,46.9,8.6,
1802,17.2,-62.4,
1802,45.5,10,
1802,10.3,-64.5,
1802,-3.7,128.2,
1802,45.7,26.6,7.4
1802,36.5,2.9,
1802,37.7,138.3,6.6
1803,25.6,100.6,6
1803,31,79,7.5
1804,38.3,21.8,
1804,36.833,-2.833,
1804,38.2,21.8,
1804,39.05,139.95,7.3
1804,36.9,-2.4,
1805,10.5,-64.2,
1805,5.3,-74.6,
1805,41.2,14.7,
1805,36.3,52.4,
1806,34.4,-119.7,
1806,18.9,-103.8,7.5
1806,28.5,92,7.7
1806,41.7,12.7,
1806,-12.1,-77.1,7.5
1808,44.833,7.25,5.7
1808,35.3,-2.97,
1808,33.9,134.8,6.5
1808,36.3,53.3,
1808,36.2,50,
1808,-0.217,-78.5,
1809,-33.88,18.45,
1809,36.3,53,
1809,14,143.3,
1810,35.5,25,
1810,28.2,-16.6,
1810,26,-111.35,7.4
1810,39.9,139.9,6.6
1810,23.8,-82.2,
1811,41.8,45.2,4.2
1811,25.2,121.3,7
1811,31.7,100.3,6.5
1811,13.1,123.9,
1811,-33.08,-71.67,
1811,35.6,-90.4,7.5
1811,35.6,-90.4,7
1812,36.3,-89.6,7.3
1812,36.5,-89.6,7.5
1812,43.7,83,8
1812,41.9,12.45,
1812,43.7,5.7,
1812,10.6,-66.9,7.7
1812,43.3,5.366,
1812,18,-76.8,
1812,35.4,139.6,6.6
1812,34.37,-117.65,6.9
1812,34.2,-119.9,7.5
1813,-14.1,-75.4,
1813,29.6,52.6,
1814,13.1,123.9,
1814,35.8,114.4,5.3
1814,43.2,0.4,
1814,23.7,102.5,6
1814,-10.217,123.633,
1815,-3.7,128.4,
1815,17,-96.3,
1815,25.2,121.2,6.5
1815,34.8,111.2,6.8
1815,-8,115,7
1815,35,25.75,
1815,38.8,20.5,
1816,5,96.5,
1816,15.5,-91.5,7.5
1816,31.4,100.7,6.5
1817,39.95,-75.1,
1817,45.9,6.8,8
1817,,,
1817,38.25,22.25,6.8
1818,37.6,15,
1818,43.917,8.033,
1818,-4,101.5,7
1818,19.1,-103.6,7.5
1818,42.8,23.3,
1818,19.2,-99.1,
1818,37.8,14,
1818,-7,117,8.5
1819,36.1,102.3,5.8
1819,35.07,0.02,
1819,-27.4,-70.3,8
1819,-27.4,-70.3,8
1819,-27,-71.5,8.5
1819,42.5,11.8,
1819,23,71,7.7
1819,66.416,12.85,5.8
1820,54.52,-164.65,
1820,38.8,20.5,
1820,17.2,-99.6,7.6
1820,34.1,113.8,6
1820,29.6,52.5,
1820,37.75,21.25,6.9
1820,-7,119,7.5
1820,10.5,-64.2,
1820,-4.5,11.6,6.2
1820,36.5,53.5,
1821,37.8,21.2,
1821,35.3,-2.97,
1821,-15.95,-5.7,
1821,-16.107,-72.967,
1821,45.7,26.6,6.7
1822,10.1,-83.3,7.6
1822,33,104.6,5.5
1822,36,36,
1822,36,36,
1822,-33,-72,8.5
1822,-33.05,-71.63,
1822,12.1,-64.1,
1823,38.1,14.7,
1823,42.7,-79,
1823,39.75,20.75,
1823,10.5,-63.8,
1823,36.3,53.3,
1823,-6.5,108.5,6.8
1823,42.7,18.2,
1823,14.4,-61.1,
1823,29.6,52.5,
1824,18,-76.5,
1824,29.7,51.6,
1824,29.8,52.4,6.4
1824,16.7,-62.2,
1824,13.7,121.7,
1824,14.25,121.25,
1824,14.4,-61,
1825,38.75,20.75,6.8
1825,11.1,-74.1,
1825,36.4,2.8,
1825,14,143.3,
1825,10.4,-61.3,
1825,29.6,52.5,
1825,36.1,52.6,6.7
1826,27.07,142.21,
1826,4.6,-73.9,8.2
1826,20,-75.5,
1826,-45.8,166.5,8
1827,34.9,111.1,5.3
1827,40.7,36.6,
1827,53,158.5,
1827,31.6,74.3,
1827,1.8,-76.4,7
1827,14.4,-61,
1828,40.7,13.9,
1828,-12.13,-77.809,8.3
1828,32.6,129.9,6.4
1828,34.2,74.5,
1828,40.7,48.4,5.7
1828,14.55,120.9,
1828,37.5,139.5,
1828,-7,119,
1829,51.4,104.1,7.5
1829,38.2,-0.9,
1829,41.2,24.5,
1829,41.2,24.5,
1829,-33.05,-71.63,7
1829,33.2,117.9,5.5
1829,36.6,118.5,6
1829,44.2,26.1,
1830,14.55,120.9,
1830,17,-96.3,
1830,43.5,47.5,
1830,43,47,6.3
1830,36.4,54.3,6.5
1830,35.7,52.1,
1830,36.4,114.2,7.5
1830,35,136,
1830,14.55,120.9,
1831,37.8,27,
1831,43.8,7.8,
1831,13.1,-59.617,
1831,38.1,15.7,
1831,32.8,116.8,6.3
1831,-18.5,-71,7.8
1831,12.4,-61.5,7
1831,-38.7,178,
1832,42.9,12.6,
1832,36.5,71,
1832,39,17,
1833,40.4,19.9,6.4
1833,16.8,-99.9,
1833,-28.5,-71.3,
1833,29.4,80.1,7.5
1833,28.3,85.5,8
1833,25.2,103,8
1833,-18.251,-71.01,7.7
1833,-2.5,100.5,8.3
1833,38.9,139.15,7.4
1834,1.2,-77,7
1834,43.3,141.4,6.4
1834,44.3,9.4,
1834,1.4,-77.1,
1834,16.8,-99.9,7
1834,24.9,103,5
1834,11,-74.2,
1834,31.3,35.6,6.3
1834,14,143.3,
1834,8.8,-70.9,
1834,-6.7,107,
1834,47.6,22.3,6.8
1834,33,97,5.5
1834,28.6,87.1,6
1835,-36.83,-73.03,8.2
1835,46.7,7.8,
1835,37.9,141.9,7.6
1835,38.5,35.5,
1835,39.3,16.3,
1835,-3.7,128.2,
1836,-8.3,118.7,
1836,39.6,16.6,
1836,38,-122,
1836,-22.6,-70.3,7.5
1836,40.1,15.8,
1836,-8.3,118.7,7.5
1837,33,35.5,6.4
1837,44.2,10.5,
1837,18.2,-64.5,
1837,16.86,-99.88,6.5
1837,10.3,-66.6,
1837,34.6,103.7,6
1837,5.5,96,7.3
1837,19.45,-99.15,7
1837,-42.5,-74,8.5
1837,20,-105,7.5
1837,-8.5,118.5,
1838,45.7,26.6,6.9
1838,-36.7,-73.1,
1838,37.6,-122.4,7
1838,32,34.5,
1838,21.8,96,
1839,14.4,-61.1,7.8
1839,26.1,99.9,6
1839,26.1,99.9,6
1839,13.7,-89.2,
1839,21.9,96,
1839,,,
1839,10.5,-64.2,
1839,42.5,145,7.3
1839,23.4,120.4,6.5
1839,45.9,6.1,
1840,-8,110.5,7
1840,-12.3,-77.3,
1840,0.8,127.325,
1840,12.9,123.9,6.5
1840,39.7,44.4,6.7
1840,46.2,14.7,4.9
1840,38,21,
1840,39.8,-75.2,5.2
1841,52,158,8.4
1841,38.4,-25.3,
1841,10,-84,
1841,-5,130,
1841,-4,127.5,6
1842,40.5,50,4.3
1842,34.4,70.5,
1842,36.5,22.3,
1842,19.75,-72.2,8.1
1842,43.6,93,7
1842,,,
1842,24,89.25,6
1842,9.6,39.8,
1843,1.5,98,7.3
1843,38.3,44.6,
1843,-7.2,114,6
1843,16.5,-62.2,8.3
1843,19,77,
1843,38.6,44.9,
1843,42,146,8.4
1843,-39.9,175,7.5
1843,36.3,27.5,
1843,-29.9,-71.3,
1844,18.3,-66.8,
1844,33.6,51.4,6.4
1844,40.98,34.8,
1844,37.4,48,6.9
1844,11.2,-84.8,7.4
1844,13.1,-61.1,
1844,11,-84,
1844,-25,-66,
1845,1.48,124.85,7
1845,12.3,39,
1845,11.1,-74.5,
1845,24.1,120.5,6
1845,17,-96.3,
1845,17,-100.6,8
1845,-18.5,-70.4,
1845,23.583,68.367,6.3
1845,-39.93,175.05,
1845,39.1,26.2,
1845,46.1,14.5,4.9
1846,2,126.5,7.3
1846,-27.35,-70.35,
1846,39.5,142.5,6.9
1846,37,22,
1846,-14,-76.8,7.9
1846,37,15.3,
1846,43.4,10.6,6.1
1846,26,93,7.5
1847,-32.45,-71.27,
1847,37,138,7.4
1847,-12.1,-77.1,
1847,46,152,7.5
1847,29.5,30.5,
1847,17,-96.3,
1847,-31.61,-71.18,7.3
1847,-31.61,-71.18,
1847,7.333,93.667,
1847,-6.67,108.55,
1847,38.7,-9.2,
1848,37.2,15.2,
1848,35.3,-2.97,
1848,17,-96.3,
1848,-17.9,-149.9,6.5
1848,-41.3,174.5,7.9
1848,,,6
1848,-41.67,174,6
1848,24.1,120.5,6.8
1849,14,143.3,7.5
1849,7.3,-72.3,6
1849,10.7,-71.6,
1849,55,166,
1849,55,166,7.5
1849,-29.95,-71.37,7.5
1850,42.8,17.7,
1850,27.8,102.3,7.5
1850,34.7,104.9,5
1851,46.3,8,
1851,41.2,20.2,
1851,10.4,-75.4,
1851,36.5,28.8,
1851,-33.32,-71.42,7.1
1851,25.1,62.3,
1851,37.8,-122.4,
1851,16.2,-61.4,
1851,-27.35,-70.35,7.2
1851,41,15.7,
1851,40.5,19.7,6.6
1851,40.5,19.7,
1851,40,-122,
1851,36.2,55,
1852,-6.5,105.5,6.5
1852,17,-96.3,
1852,27.7,68.8,
1852,37.1,58.4,5.8
1852,37.5,-25.3,
1852,37.5,105.2,6
1852,20,-75.8,
1852,39.9,41.3,7.3
1852,14,120.5,7.5
1852,1.5,98,6.8
1852,-3.7,128.2,
1852,,,
1852,-5.25,129.75,8.3
1852,-12.1,-77.1,
1852,32.5,-115.5,7
1852,17,-100,
1852,38.3,-28.4,
1852,-5,130.5,7
1852,13.8,121.1,
1853,35.5,-121,
1853,35.5,139.5,
1853,40.9,15.2,
1853,29.6,52.5,
1853,40.8,15.2,
1853,10.5,-64.2,6.7
1853,38.25,23.5,
1853,26.2,127.6,
1853,47,154,
1853,-21.167,-175.167,
1853,14,123,
1854,24,-104.4,
1854,-3.5,128.6,6
1854,19.8,-100.2,
1854,57,-152,
1854,39.3,16.3,
1854,13.8,-89.2,
1854,17,-96.3,
1854,34.4,-119.7,
1854,44.3,11.8,
1854,35,136,
1854,43,-0.1,
1854,39.5,20.5,
1854,8.5,-83,7.2
1854,8.5,-83,7.2
1854,38.06,45.03,4.5
1854,0.8,127.4,
1854,37.8,-122.4,
1854,34,137.9,8.3
1854,33.1,135,8.4
1854,29.1,107.1,5.5
1854,43.8,7.9,
1855,-41.25,175,8
1855,17,-96.3,
1855,-39.2,177.6,5.5
1855,40.2,29.1,6.7
1855,17,-96.3,
1855,40.75,-124.2,
1855,16,121,
1855,40.2,29.1,
1855,40.2,29.1,6.7
1855,42,19.5,
1855,34.1,-118.1,6
1855,0.8,127.3,
1855,46.3,7.9,
